ticker,name,config,model,threshold_used,val_accuracy,val_precision,val_recall,val_f1,val_strategy_total_return,test_accuracy,test_precision,test_recall,test_f1,test_strategy_total_return,test_buy_hold_total_return,test_strategy_max_drawdown,test_strategy_sharpe,test_holding_ratio,test_entry_count
2317.TW,??,5d_vol,XGBoost,0.42000000000000004,0.4738219895287958,0.4915254237288136,0.4393939393939394,0.464,0.21207037072463986,0.4816753926701571,0.55,0.3632075471698113,0.4375,0.21080903299814424,0.3489370734625341,-0.49073054480247624,0.505251057513804,0.49214659685863876,0
2454.TW,???,1d_base,PCA_LogReg,0.4,0.5,0.48,0.32085561497326204,0.38461538461538464,1.3660107829440755,0.5636363636363636,0.5177304964539007,0.42196531791907516,0.46496815286624205,-0.15033619781133412,0.18972235711930785,-0.40147600268660155,-0.005251379482036898,0.9454545454545454,1
2454.TW,???,1d_base,LogisticRegression_Ridge,0.41000000000000003,0.5260416666666666,0.5161290322580645,0.42780748663101603,0.4678362573099415,0.8887115492350226,0.535064935064935,0.4785714285714286,0.3872832369942196,0.4281150159744409,-0.15205881514976605,0.18972235711930785,-0.3960043631750523,-0.0021289444366478804,0.9064935064935065,6
2454.TW,???,1d_base,RandomForest,0.41000000000000003,0.5026041666666666,0.48360655737704916,0.3155080213903743,0.3818770226537217,0.41737812227028503,0.522077922077922,0.46357615894039733,0.4046242774566474,0.43209876543209874,-0.0351938667948144,0.18972235711930785,-0.47021077939334033,0.17946180100547052,0.7896103896103897,7
2454.TW,???,1d_base,XGBoost,0.4,0.4947916666666667,0.4728682170542636,0.32620320855614976,0.3860759493670886,-0.21418790078170946,0.535064935064935,0.4797297297297297,0.41040462427745666,0.4423676012461059,-0.3569457788158036,0.18972235711930785,-0.5379926947649033,-0.2979115168987331,0.6207792207792208,1
2454.TW,???,1d_vol,PCA_LogReg,0.4,0.5208333333333334,0.5128205128205128,0.32085561497326204,0.39473684210526316,1.0774237541986804,0.5766233766233766,0.5373134328358209,0.4161849710982659,0.46905537459283386,-0.21109822954265722,0.18972235711930785,-0.40147600268660155,-0.09964665194085483,0.9558441558441558,1
2454.TW,???,1d_vol,LogisticRegression_Ridge,0.44000000000000006,0.4921875,0.47297297297297297,0.37433155080213903,0.417910447761194,0.9745289148188736,0.5272727272727272,0.46808510638297873,0.3815028901734104,0.42038216560509556,-0.040531112543813475,0.18972235711930785,-0.38984807358852624,0.1602241842922678,0.8285714285714286,24
2454.TW,???,1d_vol,XGBoost,0.41000000000000003,0.46875,0.44370860927152317,0.3582887700534759,0.39644970414201186,0.5985640795516058,0.5194805194805194,0.46296296296296297,0.43352601156069365,0.44776119402985076,-0.38213236733397515,0.18972235711930785,-0.47471155162895196,-0.34431465937561584,0.5376623376623376,8
2454.TW,???,1d_vol,RandomForest,0.41000000000000003,0.5052083333333334,0.48905109489051096,0.3582887700534759,0.41358024691358025,0.4578020340976321,0.5116883116883116,0.4528301886792453,0.4161849710982659,0.43373493975903615,-0.23441025637457602,0.18972235711930785,-0.46263347391833354,-0.1527193134176108,0.8207792207792208,10
2454.TW,???,5d_base,LogisticRegression_Ridge,0.4,0.5300261096605744,0.5723684210526315,0.7767857142857143,0.6590909090909091,1.50208304346393,0.5390625,0.531986531986532,0.8061224489795918,0.640973630831643,0.04785135272939378,0.1465316941615411,-0.4431848189447648,0.3159841748801937,1.0494791666666667,1
2454.TW,???,5d_base,XGBoost,0.42000000000000004,0.4856396866840731,0.5627906976744186,0.5401785714285714,0.55125284738041,1.3536574789280418,0.5026041666666666,0.5125628140703518,0.5204081632653061,0.5164556962025316,0.052633533905404706,0.1465316941615411,-0.5050433024945433,0.3333495825282857,0.8567708333333334,2
2454.TW,???,5d_base,PCA_LogReg,0.4,0.5039164490861618,0.553125,0.7901785714285714,0.6507352941176471,1.2722095291342783,0.5364583333333334,0.5264705882352941,0.9132653061224489,0.667910447761194,0.15436484731272415,0.1465316941615411,-0.4015367721401917,0.4327900646862093,1.0234375,1
2454.TW,???,5d_base,RandomForest,0.44000000000000006,0.5091383812010444,0.5737704918032787,0.625,0.5982905982905983,1.159792753847856,0.5130208333333334,0.519650655021834,0.6071428571428571,0.56,0.2350013146622465,0.1465316941615411,-0.35253772738117006,0.5314683494451653,1.0130208333333333,12
2454.TW,???,5d_vol,PCA_LogReg,0.4,0.4908616187989556,0.5478547854785478,0.7410714285714286,0.6299810246679317,1.6759531427322027,0.5338541666666666,0.525679758308157,0.8877551020408163,0.6603415559772297,0.21705585872501576,0.1465316941615411,-0.3933095745726348,0.5055943684744577,1.0260416666666667,1
2454.TW,???,5d_vol,LogisticRegression_Ridge,0.41000000000000003,0.4908616187989556,0.5547169811320755,0.65625,0.6012269938650306,1.4365484187022068,0.5338541666666666,0.5298245614035088,0.7704081632653061,0.6278586278586279,-0.1424071538956998,0.1465316941615411,-0.44513573461809564,0.10446452052092646,1.140625,1
2454.TW,???,5d_vol,RandomForest,0.42000000000000004,0.4960835509138381,0.5701357466063348,0.5625,0.5662921348314607,0.5737638788413177,0.5286458333333334,0.5283018867924528,0.7142857142857143,0.6073752711496746,0.8641800829646502,0.1465316941615411,-0.3212328623094185,1.0695097288076263,1.125,3
2454.TW,???,5d_vol,XGBoost,0.4700000000000001,0.4804177545691906,0.5603864734299517,0.5178571428571429,0.5382830626450116,0.22602368615731172,0.5338541666666666,0.5355648535564853,0.6530612244897959,0.5885057471264368,0.6389092788982218,0.1465316941615411,-0.4159530337236135,0.864589176769803,0.9375,5
2308.TW,???,1d_base,PCA_LogReg,0.42000000000000004,0.5234375,0.4939759036144578,0.22527472527472528,0.30943396226415093,0.20082380669133904,0.509090909090909,0.5416666666666666,0.3880597014925373,0.45217391304347826,1.6228763943105093,1.9563639838995206,-0.4421623645343361,1.622357405073486,0.9532467532467532,6
2308.TW,???,1d_base,RandomForest,0.4,0.5286458333333334,0.5042735042735043,0.3241758241758242,0.39464882943143814,0.07879065302129806,0.4753246753246753,0.4966887417218543,0.373134328358209,0.42613636363636365,2.0082094501236485,1.9563639838995206,-0.339319664200059,1.8057729975204602,0.8961038961038961,1
2308.TW,???,1d_base,LogisticRegression_Ridge,0.4,0.5,0.45535714285714285,0.2802197802197802,0.3469387755102041,-0.03141683522410088,0.509090909090909,0.54,0.40298507462686567,0.46153846153846156,0.49533090986721917,1.9563639838995206,-0.5947726492366928,0.7884852942732646,0.9142857142857143,0
